j	A	B	C	product
1237	-2599	-3503.4813768717922	-6226.8560266059512	-56698937052.631493
1238	-2455	3909.4082703236172	-1298.3987180675783	12461508035.580839
1239	-2591	4220.851182222129	-953.92411216566597	10432329117.670818
1240	7177	2244.4626075303468	11056.788529490173	178108367965.92258
1241	341	-7527.8131939440236	-1922.734676943857	4935629727.1171179
1242	915	-6060.0218096100989	-8892.0364466219689	49305630340.514969
1243	-3217	3301.3155915335001	-8479.4868324075942	90054967537.193161
1244	-3461	1285.8779870765522	2823.0032494363641	-12563560603.935358
1245	3153	-7887.1587602633053	-2461.0692257651035	61202390197.474968
1246	365	-781.0903470526473	-8046.2702596199533	2293975370.7915697
1247	197	-1492.347765903053	2951.3768121025405	-867682676.60022235
1248	5673	-674.99866148829619	-3743.8983122934897	14336387780.976707
1249	7351	-9203.5535535726376	-10754.260036678936	727582927506.33813
1250	-3963	7138.6464541594896	509.68907966442191	-14419336429.853958
1251	-13649	6232.6708893905388	-1069.1712377409694	90954103139.701202
1252	-7677	-9236.3187074431025	4984.7540465293632	353455045427.91125
1253	-4551	-3315.8612389935524	-6956.2187291658947	-104972710901.76392
1254	-17	-1948.5439065081875	-2656.9575726919857	-88012374.2980358
1255	-10551	4328.1076261956123	-5875.7782455153565	268322487691.96426
1256	-873	1365.4356293824119	70.150517581310595	-83621192.077246159
1257	1753	-4494.0872160614063	2892.191199695817	-22785072398.16785
1258	3127	-59.407747084061477	7529.3233929032695	-1398707537.2787576
1259	-4523	5821.4936089991834	-6593.6716848451206	173615434483.42416
1260	-3655	2810.8471438296538	6226.6978924259593	-63970891830.349136
1261	3505	1277.8242316781759	-9471.861507763826	-42422326408.790001
1262	-4317	-7478.4264780527037	-12236.744433001002	-395055549454.2901
1263	-5221	-7197.4631652257603	-2604.3867787960071	-97867529659.679291
1264	-465	-4830.6370409284218	3952.1218106240012	8877438694.0275517
1265	1731	9059.8620651328129	3316.5710221567415	52012527138.614906
1266	-8075	-7259.1863707109615	-1780.9828906967371	-104397530317.41745
1267	-4839	-4349.8502322799877	-5500.3811380741472	-115777111553.85754
1268	4047	1496.6682215170083	2516.2890160756488	15241203566.956993
1269	12369	-3190.3318058664327	7057.4290661555397	-278494719422.84845
1270	-3027	-3989.7728381887941	2411.0734992675207	29118636834.83596
1271	715	-4541.8135747795322	-749.07945892582461	2432558167.4235396
1272	995	-3614.0335319860496	4301.8684607881705	-15469361383.144255
1273	6073	5731.6946162828781	4447.6867469634917	154817666194.22141
1274	225	-1822.7847683350399	9152.657880432178	-3753748209.2025247
1275	593	-1282.0692935009345	3270.904307727139	-2486760903.1257195
1276	1437	-6434.7180206085641	-5952.4590738283341	55040542576.781433
1277	6827	1529.6901993333988	5447.2733268639977	56886937520.892082
1278	3157	-4417.2072850016039	6030.5579436306116	-84096874687.241302
1279	-1477	5546.1024682310117	5142.8988656533065	-42128536124.862183
1280	285	-2653.7455263061966	10333.72327421398	-7815575494.0739975
1281	8047	4251.4896131995947	-4489.4437314461566	-153591667845.78342
1282	8051	-4871.0653771025982	-6055.4695298634151	237477029738.5593
1283	2429	9776.5364016075964	-9534.1150385423116	-226408602614.62723
1284	3351	-331.94032514983434	-446.96423750468711	497172637.45196724
1285	5247	3235.2043677476695	-360.03093055408493	-6111567284.1102161
1286	-4921	3416.2977198474837	5048.5851891299399	-84874800214.865601
1287	-207	-6092.4064617413342	-4072.8253092796949	-5136354596.9824476
1288	9077	-3751.4532850055557	53.5720690259812	-1824232958.7921226
1289	-1143	1995.0919406215005	-8620.7438135854536	19658658744.811516
1290	-2953	6672.0084995226925	-1974.3334646508688	38899188797.24704
1291	3151	747.5203787109358	-2531.8565573815149	-5963627888.1117439
1292	1677	-64.994218509604934	-10492.491921636321	1143632351.3393655
1293	-6035	13187.81748733088	-694.90225404417151	55306213130.641647
1294	721	-3817.231203437208	-1248.2123451988657	3435359596.1908336
1295	-667	-5928.7555886325472	-6382.6899136220554	-25240219466.762199
1296	9257	4458.9537123844448	783.6440969218927	32346112614.497875
1297	-1845	-6461.3331932063529	-4774.747715470091	-56920530241.317474
1298	-4693	4225.6171472000397	-13237.445713796564	262509420045.58417
1299	-3527	-4267.3807291492767	-5339.6313897781465	-80367068809.773911
1300	-8403	-9057.6487148813958	6124.679255422333	466158048349.8302
1301	-4661	-4216.9385269197383	4249.6966639351876	83528427398.386765
1302	-421	-13702.197407982641	3304.8384978231479	19064374338.941578
1303	1191	-2815.5481996199114	1353.2745104142411	-4537959647.1635056
1304	2121	5075.3327647069209	-3990.1848639928648	-42953465388.193962
1305	1587	-5489.2357997083736	-878.28098268295048	7651072071.3935814
1306	4431	2544.6220828822152	4889.7602375991019	55133124622.912285
1307	-809	-1286.2851051416662	-2448.4056827001741	-2547822338.6501703
1308	1965	-5834.1391281074111	-163.81013302025588	1877933024.5357208
1309	-8957	-2244.8279501402831	-4100.6561479052561	-82451581308.59726
1310	-7153	6938.4735944928116	1062.8381793016556	-52749617116.395889
1311	-2315	5911.5873995452994	-5134.0149940334441	70260662875.167984
1312	4865	8878.6239652257918	1720.7477183027052	74326846938.62294
1313	-11655	6467.574978855183	3163.4425358380686	-238458989883.80759
1314	5187	5888.5297396217002	3260.2793932336754	99581333987.802979
1315	10015	-628.19274656743323	6953.2028947309727	-43745035513.174995
1316	2535	-4821.2446031049212	-5385.2035480173208	65817177280.23745
1317	2329	-11.821304914134066	-3645.0392935328855	100354562.60603245
1318	-3377	8348.5278108978382	5956.2219775691892	-167923637662.86362
1319	-461	-4035.8232944683641	-2473.5953735296644	-4602160155.4364691
1320	4403	-2968.8891989731728	-1032.7272580894223	13499830487.324291
1321	789	-826.54882564224226	9965.5864650632629	-6499027549.9425344
1322	-5375	5294.4211404308799	-153.73327434185509	4374866749.9395809
1323	-163	-748.53247902950898	-7171.8169599147941	-875039082.28859627
1324	9229	-3584.8087692264489	580.46774022671059	-19204310887.360622
1325	5927	-216.0722417032124	6609.2217900723217	-8464167144.6969595
1326	-2757	-1749.8296084872497	4672.8526947555811	22543150875.812237
1327	1779	-7216.9662828175633	6498.6237975373597	-83435720571.314911
1328	2691	-5030.9687476424524	-6549.4787244047193	88669049489.756638
1329	307	3447.2972213911526	3593.2815446133291	3802842611.7174425
1330	373	51.275873657369509	692.88449969527289	13252040.258440636
1331	-8775	1914.9954441218763	1903.119548858667	-31980182706.373833
1332	3067	8469.7273026779694	2695.681765879347	70024791548.668961
1333	-4167	3014.7793035458217	9000.2007090969455	-113065789646.04143
1334	-4401	-1747.8383809038789	-5535.2303861412065	-42578302398.705238
1335	1859	615.8313601053319	1014.9426914946822	1161937347.3876417
1336	-525	-543.58213820578737	-3204.6679322243554	-914550129.58996809
1337	2733	6841.1677859131642	-12160.127217598498	-227356823132.42007
1338	1553	7968.7980588679993	5021.9672493015978	62149573573.900314
1339	6941	-4256.7598959512334	-1223.1859427991787	36140460343.062569
1340	-7261	3085.3054863939824	4659.0692725078688	-104374348084.56412
1341	-4829	-4512.0987906862438	-2958.5070292824385	-64462687951.180595
1342	-2891	7319.0599740153475	-7496.501152028236	158621484354.46973
1343	6335	-840.72687122988737	4546.4455465310557	-24214390482.062614
1344	-3635	-1103.522792663922	-1386.536988925722	-5561823243.4993877
1345	3907	-3025.0168526744019	3969.4360279192879	-46913735708.428734
1346	-2739	-2141.1354400655673	2863.2584543847915	16791779548.905994
1347	9207	1060.8308566084054	-3779.5496128140094	-36915124490.843651
1348	819	360.96545533835712	-11468.069783881898	-3390313588.7092156
1349	-2787	2265.1890277930015	9119.1823406545864	-57570144252.238083
1350	6123	-737.15550078824367	-8401.7891313711243	37922341732.100952
1351	-79	-1563.1230742519035	-715.28437557270877	-88328123.456655681
1352	-461	-205.23954061918258	-6365.6343233574398	-602287217.43104339
1353	-7315	3782.4680756097678	-12098.486052913549	334750034044.87073
1354	1131	282.14114062168699	-4328.5066245617209	-1381233519.550123
1355	71	-2180.4336134154855	-10062.836035422906	1557835561.5926557
1356	4653	-1719.1581576795513	2793.8896972025004	-22349002345.195572
1357	1361	-1207.1078957660973	614.91254674005722	-1010223740.7011405
1358	1933	6952.683546938003	-2263.9439595175645	-30426359280.513554
1359	-1599	-7424.4780743981837	-519.33885170890198	-6165456048.3957005
1360	2801	-2111.0503015078912	-7516.5320996335677	44445644371.985741
1361	-1105	5049.9250004564574	976.51445106096776	-5449113837.3903732
1362	2503	-4824.63905060253	-3182.4874361627872	38431945965.894958
1363	-3821	334.46879720285318	-6074.9528303921516	7763821757.2234125
1364	-2551	2654.2376871766064	2306.7103389218528	-15618644220.679043
1365	-2251	-2243.5368861418328	-5326.2253256906215	-26898511292.683929
1366	-3451	4023.2308278602759	6145.9703536009447	-85331694665.736832
1367	1161	-2661.7344854849989	4853.6385039265797	-14999071600.721846
1368	1897	8213.1297610738875	9170.7677397766711	142883378249.00018
1369	-2127	-1356.1397839766885	-9794.1916024173606	-28251436964.116081
1370	3209	2926.7134363653395	-5662.8366587597802	-53184361940.064461
1371	1731	-7372.9179020196198	-4071.9091193323579	51967825191.129219
1372	-2393	4546.1882315404955	2030.7651148061527	-22092751435.029629
1373	-5783	245.90421210942873	-997.07628095100631	1417906342.8517239
1374	-5687	-2345.6296133275209	-3856.2177842305255	-51440385829.557022
1375	2567	-8056.2935892778814	-7788.3531863605249	161067082025.4733
1376	609	-959.19094717411542	3117.0789603237672	-1820833217.505002
1377	-4199	-4826.3768047102831	-11240.851849672637	-227806611269.63528
1378	-143	8632.4886398815852	4479.5680987917885	-5529784363.5886374
1379	-5089	4928.5255535598817	-16.998098525040067	426333839.81483293
1380	9	13722.681659141343	-4512.866601285089	-557357685.65645778
1381	-637	-1185.551944411762	3328.3285876173031	2513542395.0761333
1382	2593	5823.7941381556311	3184.8319674362992	48094460291.511322
1383	2213	4262.5769487136922	1819.1716728609488	17160396994.778383
1384	7981	-5247.5447512204364	478.75184470596082	-20050440675.724277
1385	1753	-2936.8683742889361	-549.10108764173026	2826953745.3753939
1386	-9061	-1566.2565432126332	-7895.3787676500424	-112050035411.7802
1387	-11209	356.99910889209372	1592.9571565521435	-6374382154.963397
1388	8903	-5474.4067391857998	-6564.9903472108044	319968722137.39728
1389	7295	-9753.9582185602721	5955.159707089736	-423740134570.15143
1390	949	162.2875879004082	6362.6829684700979	979922663.48009217
1391	5377	-169.71263178636292	-6134.6332084249889	5598127763.7899971
1392	-3405	3077.2918525912437	2921.281744570183	-30609712322.302265
1393	9567	3729.5202455379485	1722.1352448605833	61446336945.49353
1394	6469	-2953.254131344238	-1008.7693373176617	19272135665.940819
1395	-891	-3835.3751571244493	2668.9560414158823	9120674897.7629852
1396	10083	6682.111562852514	-9090.447894077568	-612475570964.95557
1397	-2027	-4078.2494184489119	-4627.800480260702	-38256228999.309265
1398	-2771	-3735.8355336081358	140.39089488510314	1453326580.8615787
1399	-5311	10357.634305947942	1674.5965335630337	-92118543518.2173
1400	6475	3701.4221354348592	-3831.8638235676954	-91837162608.002777
1401	3815	-1279.4037893664306	3321.606554423779	-16212513987.741505
1402	-7723	7470.9773071683658	3597.1798501838839	-207551369862.76077
1403	179	-9970.7905570644525	6086.1489554169375	-10862385259.50704
1404	-1223	6785.0789908696452	-3649.9842734287849	30288122859.82037
1405	-4223	-2274.9779802019675	3314.6767944455314	31844869003.703663
1406	4175	-3975.1823769525572	-4192.4308059276764	69579201710.122253
1407	-9527	3766.7937606412688	-3259.7545121636467	116980346317.43864
1408	-4055	-2451.2079101139298	-575.72858070742109	-5722539479.2457647
1409	-11543	559.64344787446475	-3876.633738687563	25042915629.035843
1410	-7663	4989.6973718343206	-4200.8516937477261	160623979439.07956
1411	-3385	3709.7855911519582	7970.8698071476001	-100095187792.92224
1412	-2401	-7964.4934208394016	-1825.7009776681659	-34912421003.564667
1413	3385	-2520.5418336839839	612.13912620245128	-5222791903.0009089
1414	1311	1034.6236676685448	5433.5909844993666	7370077323.0544443
1415	5073	4146.2963133257672	-1728.0577301060291	-36348244853.638962
1416	-10117	-1912.0066581048716	-2272.7023602295658	-43962634825.719864
1417	6267	-7496.036229438495	-2234.0570274674074	104950769334.37694
1418	8911	-2209.2761751075959	3813.6029241487686	-75077866849.516617
1419	-5209	1029.1694859920483	13481.201891598457	-72271966405.515335
1420	103	-5714.5532719981666	-5793.136393384787	3409834212.7907152
1421	2757	-2990.2912943273323	-912.91990857694304	7526324526.5335264
1422	1785	5375.7263342228771	4020.650083409364	38580837443.331238
1423	4369	772.49150234872343	-13919.035047758343	-46976957274.110558
1424	-6397	265.16335198752222	1248.6831121005587	-2118078682.2799644
1425	-863	14726.713992549605	-770.05365456822506	9786730619.3689346
1426	-16197	-7483.7508900173298	-2851.1990239043944	-345606131381.03076
1427	-1533	-5142.8964427851815	-6.4743077152889335	-51043832.08359322
1428	3769	6890.5989863927052	6863.3016729346646	178244526247.08188
1429	-4449	11720.937307314091	-3703.3770465964999	193117966288.65247
1430	-6291	1433.1340083885304	3253.9261135117813	-29336896886.994171
1431	5577	2299.2939928880278	-2349.1955623843787	-30124116671.745518
1432	4701	-4919.6971690306518	-9232.6508669573468	213528099610.57956
1433	4845	5959.8581952059476	198.10012061671145	5720242599.4080095
1434	-3247	-2429.2759678316588	-8096.6903670082511	-63865552528.545883
1435	-5073	8837.1855936688535	-2678.079335334005	120061088545.40651
1436	7587	-822.23435890811243	2453.4432911805925	-15305295854.64242
1437	575	2136.7770039583074	-5417.3596000074294	-6656021413.894474
1438	-817	5265.407977232072	2916.932927852281	-12548173838.316637
1439	-3881	3950.5713685663241	377.35542623190037	-5785676595.0048075
1440	7451	-4948.7140746006653	-31.60594772040762	1165401956.3201265
1441	1211	2323.8786354559425	5858.4389706238244	16486918705.916758
1442	6139	1395.8778903520868	11421.696918822656	97875883089.423492
1443	-9745	6864.100015173487	-2304.7014208170085	154162986806.31577
1444	1115	10479.233850544446	-14477.334732431473	-169158184456.04095
1445	2617	1226.65824621362	-1128.8410901299947	-3623765740.810935
1446	-209	4011.3061675793451	3602.3344507009915	-3020063877.554112
1447	1757	5911.9738997608665	3713.5261886990329	38573652220.743141
1448	1039	-5862.3332482286833	2325.6476254027066	-14165436532.586805
1449	-4149	3104.6831015859561	-1776.4914870058499	22883573421.146412
1450	2289	-5078.1100919158534	-2040.6298413024442	23719860906.359146
1451	6693	1511.422661568173	5622.659667958701	56878554604.252602
1452	-4057	-2841.7968819995467	-12470.740842376821	-143777290577.56259
1453	-11781	-1329.3759773905733	14696.571582064224	230168568577.11365
1454	7027	-9517.1804144684411	5231.6281578852931	-349876782704.13287
1455	553	-3206.6231407814703	-4740.5316661707157	8406207492.8137474
1456	-4797	1512.2632244939703	6437.1612559200084	-46697270693.120789
1457	623	613.26323440377257	-7339.4403611895841	-2804128566.2662148
1458	155	4795.1527554277955	-13940.90291978494	-10361557652.588514
1459	5235	9560.7744803911792	12175.810995980979	609407308258.58997
1460	4559	-7248.7659239284358	2687.2727868512602	-88806636598.256317
1461	-2627	6599.6813547973024	873.53980336618952	-15144876595.197399
1462	5907	-925.27885852735346	-8436.7684109016045	46112188869.016449
1463	4781	-4448.2012411854967	11482.888677367684	-244204872608.22253
1464	319	-5321.5894609973757	-1008.0957136644047	1711330216.6386867
1465	3757	-990.50643373858395	4271.5616527135926	-15895901936.808239
1466	6813	-1218.1118416830261	1762.5063498466054	-14627033107.495066
1467	383	-9501.66117156769	6490.9312771624254	-23621383168.791412
1468	2233	-1588.9252686210777	-507.83491543641435	1801833891.8059514
1469	1357	-3740.8811504701525	10864.845184510128	-55154036309.113533
1470	-6641	-11008.823192017002	2063.964562308156	150895612869.44165
1471	1287	3830.926272115099	4835.7121006724456	23842005155.205196
1472	1469	7106.3175276125248	4059.3283699278136	42376061351.617065
1473	1807	1427.9325395588533	-3856.1870688152412	-9950019614.4965553
